date_reported,date_occurred,area,crime_code,victim_age,status ID,status
2020-01-18,2020-01-18 08:40:00,1,860,31,IC,"Suspect Identified, Awaiting Action"
2021-06-14,2020-03-14 10:36:00,4,956,45,AO,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 07:25:00,1,236,22,AA,Case in Court Proceedings
2020-01-18,2020-01-17 09:30:00,1,930,38,IC,"Cold Case, No Progress"
2020-01-18,2020-01-17 18:20:00,1,761,28,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-16 19:00:00,1,330,61,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 02:00:00,1,330,23,IC,"Suspect Identified, Awaiting Action"
2020-02-16,2020-02-16 09:15:00,11,624,24,AA,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-16 17:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2022-08-06,2020-06-04 16:20:00,20,354,60,IC,"Suspect Identified, Awaiting Action"
2020-09-16,2020-09-15 18:00:00,2,510,0,IC,"Suspect Identified, Awaiting Action"
2021-12-01,2020-12-09 12:00:00,17,354,56,IC,"Suspect Identified, Awaiting Action"
2020-01-17,2020-01-17 08:35:00,1,930,46,IC,"Cold Case, No Progress"
2020-01-18,2020-01-18 01:00:00,1,420,53,IC,"Suspect Identified, Awaiting Action"
2022-01-21,2020-07-01 13:35:00,18,354,26,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 15:30:00,1,343,21,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 23:50:00,1,236,21,AA,Case in Court Proceedings
2020-09-20,2020-09-20 21:30:00,1,624,50,IC,"Suspect Identified, Awaiting Action"
2020-07-29,2020-07-29 20:10:00,8,624,71,AO,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 00:01:00,1,230,24,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 19:00:00,1,310,36,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 01:00:00,1,230,30,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 23:30:00,1,230,57,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 23:30:00,1,230,38,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 08:00:00,1,624,63,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 19:30:00,1,420,25,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 15:00:00,1,480,14,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 15:00:00,1,480,12,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 23:54:00,1,442,0,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-16 13:30:00,1,624,65,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-17 11:45:00,1,626,46,AA,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 13:00:00,1,740,46,AA,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 14:40:00,1,420,64,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-09 01:00:00,1,330,0,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 20:15:00,1,745,0,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-18 03:00:00,1,350,23,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 07:35:00,1,624,60,IC,"Suspect Identified, Awaiting Action"
2020-03-29,2020-03-27 11:05:00,1,330,63,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 19:45:00,1,624,66,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 18:00:00,1,210,55,IC,"Suspect Identified, Awaiting Action"
2020-05-05,2020-04-30 15:00:00,12,236,27,AA,Case in Court Proceedings
2020-01-19,2020-01-19 11:20:00,1,330,20,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 12:50:00,1,230,76,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-16 17:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 11:00:00,1,888,38,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 18:00:00,1,740,38,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 11:50:00,1,341,47,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 12:00:00,1,440,60,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 11:40:00,1,341,51,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 10:15:00,1,624,60,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 18:30:00,1,745,28,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 20:00:00,1,442,23,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 18:00:00,1,755,24,IC,"Suspect Identified, Awaiting Action"
2020-06-25,2020-06-25 02:30:00,5,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 20:50:00,1,230,39,AA,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 20:50:00,1,230,33,AA,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-19 14:40:00,1,437,0,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 02:45:00,1,330,28,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-19 21:00:00,1,480,14,IC,"Suspect Identified, Awaiting Action"
2020-11-07,2020-11-07 08:00:00,5,886,38,AO,"Suspect Identified, Awaiting Action"
2020-09-14,2020-09-14 15:00:00,3,341,32,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-18 19:40:00,1,745,33,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 00:01:00,1,626,25,AO,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 08:40:00,1,230,57,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-19 21:00:00,1,420,0,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-19 23:00:00,1,626,26,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 11:30:00,1,740,31,AA,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 09:50:00,1,210,37,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 10:17:00,1,440,33,IC,"Suspect Identified, Awaiting Action"
2022-02-03,2020-02-11 12:00:00,7,341,57,IC,"Suspect Identified, Awaiting Action"
2020-08-30,2020-08-30 14:20:00,9,626,23,AO,"Suspect Identified, Awaiting Action"
2021-12-16,2020-09-01 12:00:00,10,420,0,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 16:00:00,1,624,33,IC,"Suspect Identified, Awaiting Action"
2020-09-20,2020-09-01 00:01:00,7,331,70,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 22:05:00,1,753,0,IC,"Suspect Identified, Awaiting Action"
2021-08-02,2020-10-22 08:00:00,13,928,27,AO,"Suspect Identified, Awaiting Action"
2020-10-28,2020-03-03 12:00:00,13,812,9,AO,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 06:30:00,1,624,30,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-18 17:15:00,1,624,30,IC,"Suspect Identified, Awaiting Action"
2020-07-02,2020-06-26 12:00:00,9,331,36,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-17 10:00:00,1,624,27,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-18 03:00:00,1,440,39,IC,"Suspect Identified, Awaiting Action"
2020-01-01,2020-01-01 20:30:00,11,740,0,AA,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 17:00:00,1,624,48,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 16:10:00,1,860,39,AA,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 21:20:00,1,220,31,IC,Case in Court Proceedings
2020-01-20,2020-01-19 22:00:00,1,330,34,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-15 12:30:00,1,341,29,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 15:10:00,1,946,0,IC,"Cold Case, No Progress"
2020-01-20,2020-01-20 17:00:00,1,310,30,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-19 18:35:00,1,442,0,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 15:00:00,1,440,38,IC,"Suspect Identified, Awaiting Action"
2020-01-18,2020-01-17 23:00:00,1,330,21,IC,"Suspect Identified, Awaiting Action"
2021-01-01,2020-12-30 17:00:00,10,420,38,AA,"Suspect Identified, Awaiting Action"
2020-01-29,2020-01-28 07:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-19 04:30:00,1,341,60,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 03:00:00,1,210,58,IC,"Suspect Identified, Awaiting Action"
2020-01-13,2020-01-02 10:40:00,1,341,36,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-16 18:35:00,1,440,34,IC,"Suspect Identified, Awaiting Action"
2020-01-19,2020-01-18 19:15:00,1,330,48,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 19:00:00,1,330,27,IC,"Suspect Identified, Awaiting Action"
2020-03-18,2020-03-02 20:30:00,10,624,34,AO,"Suspect Identified, Awaiting Action"
2022-01-19,2020-01-18 16:00:00,14,420,0,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 11:50:00,1,860,24,AA,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 11:45:00,1,860,51,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-17 13:50:00,1,860,27,AA,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 12:20:00,1,860,34,AA,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 23:00:00,1,350,29,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 06:55:00,1,761,52,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 09:50:00,1,753,0,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 13:00:00,1,480,52,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 14:10:00,1,210,37,AA,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-18 11:00:00,1,624,43,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-17 16:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 12:30:00,1,910,31,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 14:20:00,1,420,52,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 22:00:00,1,210,55,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 01:00:00,1,330,50,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 00:05:00,1,440,61,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 15:55:00,1,624,26,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 21:30:00,1,624,60,IC,"Suspect Identified, Awaiting Action"
2020-05-04,2020-05-04 03:00:00,4,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 15:00:00,1,440,62,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-11 00:01:00,1,440,24,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-11 15:27:00,1,343,34,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 09:00:00,1,420,56,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 23:43:00,1,626,34,IC,"Suspect Identified, Awaiting Action"
2020-03-19,2020-03-18 18:00:00,10,310,0,IC,"Suspect Identified, Awaiting Action"
2020-01-20,2020-01-20 19:25:00,1,900,48,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 23:00:00,1,330,29,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-20 01:00:00,1,740,27,IC,"Suspect Identified, Awaiting Action"
2020-08-25,2020-07-24 12:20:00,17,956,33,AO,"Suspect Identified, Awaiting Action"
2020-04-18,2020-02-01 20:00:00,3,760,15,AO,"Suspect Identified, Awaiting Action"
2020-09-24,2020-09-24 17:10:00,8,510,0,IC,"Suspect Identified, Awaiting Action"
2020-02-24,2020-02-23 18:00:00,9,956,34,IC,"Suspect Identified, Awaiting Action"
2021-12-19,2020-12-19 16:30:00,12,220,61,IC,Case in Court Proceedings
2020-01-22,2020-01-22 08:30:00,1,624,31,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 20:09:00,1,624,35,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-18 11:08:00,1,624,31,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 14:30:00,1,330,28,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 17:55:00,1,623,48,AO,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 21:00:00,1,330,25,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 10:00:00,1,420,54,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-20 20:00:00,1,420,37,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 12:00:00,1,341,21,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 20:10:00,1,930,28,IC,"Cold Case, No Progress"
2020-01-22,2020-01-22 18:10:00,1,210,46,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 00:15:00,1,740,0,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 19:50:00,1,210,23,IC,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-08 23:00:00,2,420,0,IC,"Suspect Identified, Awaiting Action"
2020-02-02,2020-02-02 00:45:00,1,648,54,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 00:05:00,1,230,52,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 10:15:00,1,762,34,AA,"Suspect Identified, Awaiting Action"
2020-10-14,2020-10-13 22:00:00,11,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 19:02:00,1,442,35,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-19 20:30:00,2,510,0,AO,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-22 17:00:00,1,420,0,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 01:45:00,1,888,0,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-22 15:30:00,1,330,37,IC,"Suspect Identified, Awaiting Action"
2020-06-15,2020-06-09 10:25:00,9,440,35,IC,"Suspect Identified, Awaiting Action"
2021-03-01,2020-09-01 04:00:00,2,812,9,AO,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 20:26:00,1,442,0,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 14:00:00,1,480,64,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-17 23:30:00,1,330,43,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 07:15:00,1,624,29,IC,"Suspect Identified, Awaiting Action"
2020-12-16,2020-12-16 21:25:00,5,930,40,AO,"Cold Case, No Progress"
2020-01-23,2020-01-17 11:00:00,1,440,44,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-22 12:55:00,1,440,38,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 07:50:00,1,860,32,IC,"Suspect Identified, Awaiting Action"
2020-02-27,2020-02-25 15:30:00,5,236,53,AA,Case in Court Proceedings
2020-01-23,2020-01-23 11:40:00,1,946,40,IC,"Cold Case, No Progress"
2020-01-23,2020-01-20 21:20:00,1,330,23,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-10 11:00:00,1,310,25,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 11:45:00,1,624,58,IC,"Suspect Identified, Awaiting Action"
2020-06-28,2020-06-28 14:00:00,12,440,68,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 08:00:00,1,740,45,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 01:00:00,1,310,30,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-16 15:40:00,1,624,65,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 11:45:00,1,350,90,IC,"Suspect Identified, Awaiting Action"
2020-01-21,2020-01-21 08:00:00,1,440,29,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 12:21:00,1,343,26,AO,"Suspect Identified, Awaiting Action"
2020-12-10,2020-12-08 20:00:00,1,815,55,AO,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 09:30:00,1,624,52,IC,"Suspect Identified, Awaiting Action"
2020-01-22,2020-01-21 17:30:00,1,310,60,IC,"Suspect Identified, Awaiting Action"
2020-12-07,2020-12-05 17:45:00,2,510,0,AO,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 00:25:00,1,210,33,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 17:15:00,1,350,38,IC,"Suspect Identified, Awaiting Action"
2020-09-03,2020-07-27 07:00:00,10,845,46,AA,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-22 22:30:00,1,330,63,IC,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 16:10:00,1,624,34,IC,"Suspect Identified, Awaiting Action"
2022-08-18,2020-08-17 12:00:00,6,354,28,IC,"Suspect Identified, Awaiting Action"
2020-07-15,2020-07-15 11:34:00,11,661,40,IC,"Suspect Identified, Awaiting Action"
2020-05-15,2020-05-13 13:15:00,10,331,0,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 00:45:00,1,626,29,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-23 03:45:00,1,330,36,IC,"Suspect Identified, Awaiting Action"
2020-02-27,2020-02-20 12:00:00,8,480,35,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-23 10:00:00,1,740,52,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-23 20:50:00,1,626,48,AO,"Suspect Identified, Awaiting Action"
2020-01-23,2020-01-23 20:30:00,1,625,35,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 01:00:00,1,626,53,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 06:30:00,1,440,32,IC,"Suspect Identified, Awaiting Action"
2020-04-16,2020-04-16 19:00:00,6,420,26,IC,"Suspect Identified, Awaiting Action"
2021-07-29,2020-08-02 02:09:00,14,121,20,AO,Case in Court Proceedings
2020-01-24,2020-01-24 08:45:00,1,860,34,AA,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 08:45:00,1,860,39,AA,"Suspect Identified, Awaiting Action"
2020-01-09,2020-01-08 20:00:00,5,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-28,2020-01-28 08:10:00,1,761,0,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 08:00:00,1,230,55,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 10:15:00,1,624,49,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 13:00:00,1,745,49,IC,"Suspect Identified, Awaiting Action"
2021-12-17,2020-12-25 12:00:00,9,956,23,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-17 19:00:00,1,351,26,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-05 20:00:00,1,220,85,IC,Case in Court Proceedings
2020-01-24,2020-01-24 14:55:00,1,745,49,IC,"Suspect Identified, Awaiting Action"
2020-04-17,2020-04-17 00:01:00,4,236,37,AO,Case in Court Proceedings
2020-01-24,2020-01-24 08:05:00,1,860,59,IC,"Suspect Identified, Awaiting Action"
2021-12-15,2020-07-15 12:00:00,17,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 15:00:00,1,480,57,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 09:00:00,1,440,81,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-23 11:45:00,1,440,28,AO,"Suspect Identified, Awaiting Action"
2021-12-15,2020-11-01 14:00:00,20,310,41,IC,"Suspect Identified, Awaiting Action"
2020-11-20,2020-11-20 11:30:00,9,624,33,IC,"Suspect Identified, Awaiting Action"
2020-03-17,2020-03-17 12:00:00,3,343,19,AA,"Suspect Identified, Awaiting Action"
2020-08-10,2020-08-02 10:05:00,10,330,0,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-22 19:00:00,1,740,37,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-23 16:10:00,1,341,22,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-23 19:00:00,1,330,49,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 18:45:00,1,341,49,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 17:45:00,1,230,19,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 22:15:00,1,330,23,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 03:00:00,1,626,35,AO,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 21:30:00,1,330,32,IC,"Suspect Identified, Awaiting Action"
2020-01-05,2020-01-04 22:00:00,4,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 14:00:00,1,480,32,IC,"Suspect Identified, Awaiting Action"
2020-05-27,2020-05-26 21:00:00,14,331,50,IC,"Suspect Identified, Awaiting Action"
2020-01-14,2020-01-13 22:00:00,5,510,0,IC,"Suspect Identified, Awaiting Action"
2020-08-06,2020-08-06 23:00:00,6,624,19,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 21:00:00,1,330,38,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 02:00:00,1,761,23,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 00:01:00,1,821,56,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 20:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 07:00:00,1,341,35,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 04:45:00,1,210,36,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 21:00:00,1,330,32,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 12:00:00,1,440,48,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 20:45:00,1,310,0,IC,"Suspect Identified, Awaiting Action"
2020-01-24,2020-01-24 19:30:00,1,900,50,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-17 17:30:00,1,310,65,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 07:30:00,1,762,53,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 15:00:00,1,330,79,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 16:10:00,1,442,52,IC,"Suspect Identified, Awaiting Action"
2021-12-13,2020-05-01 08:00:00,7,668,38,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 11:00:00,1,442,23,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 14:30:00,1,442,20,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-22 19:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 12:50:00,1,210,50,AA,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 16:30:00,1,210,32,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-16 14:00:00,1,440,27,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 17:30:00,1,745,26,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 20:00:00,1,740,44,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 10:40:00,1,341,29,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 01:00:00,1,330,28,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-24 22:30:00,1,330,25,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-25 09:00:00,1,740,19,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-25 21:14:00,1,210,25,IC,"Suspect Identified, Awaiting Action"
2020-03-24,2020-03-08 00:01:00,3,740,19,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 20:40:00,1,237,94,AO,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 17:00:00,1,624,37,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 01:00:00,1,230,37,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 18:20:00,1,624,47,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 03:45:00,1,761,36,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 01:25:00,1,624,26,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 01:25:00,1,624,23,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 01:25:00,1,624,22,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 01:25:00,1,624,23,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 02:15:00,1,440,42,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-25 21:00:00,1,310,0,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-25 06:50:00,1,624,57,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 05:22:00,1,740,0,AA,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 07:40:00,1,624,50,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-25 21:33:00,1,330,55,IC,"Suspect Identified, Awaiting Action"
2020-01-25,2020-01-22 18:00:00,1,330,62,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-12 20:00:00,1,930,44,IC,"Cold Case, No Progress"
2020-01-25,2020-01-20 13:00:00,1,354,36,IC,"Suspect Identified, Awaiting Action"
2022-03-21,2020-10-01 22:00:00,2,210,62,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-25 18:00:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-27,2020-01-27 15:05:00,1,230,34,IC,"Suspect Identified, Awaiting Action"
2020-01-27,2020-01-27 18:05:00,1,624,34,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 01:35:00,1,121,25,IC,Case in Court Proceedings
2020-01-26,2020-01-26 11:20:00,1,930,41,IC,"Cold Case, No Progress"
2020-01-26,2020-01-26 09:55:00,1,740,27,AO,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 13:05:00,1,624,28,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 15:55:00,1,624,45,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 16:30:00,1,210,62,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 12:45:00,1,624,49,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-25 23:30:00,1,480,27,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 15:30:00,1,510,0,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-21 18:30:00,1,310,51,IC,"Suspect Identified, Awaiting Action"
2020-01-26,2020-01-26 17:10:00,1,442,35,IC,"Suspect Identified, Awaiting Action"
